iter	Passed	Remaining
526	2987	53698
527	2992	53688
528	2998	53678
529	3003	53667
530	3008	53655
531	3014	53648
532	3020	53643
533	3025	53630
534	3030	53619
535	3036	53608
536	3041	53595
537	3047	53589
538	3052	53580
539	3057	53570
540	3062	53554
541	3068	53552
542	3074	53541
543	3079	53525
544	3084	53513
545	3089	53501
546	3095	53488
547	3101	53489
548	3106	53483
549	3112	53475
550	3117	53461
551	3123	53462
552	3129	53456
553	3134	53442
554	3139	53428
555	3145	53427
556	3150	53414
557	3155	53394
558	3161	53387
559	3166	53383
560	3172	53370
561	3177	53360
562	3183	53362
563	3188	53350
564	3194	53338
565	3199	53320
566	3204	53319
567	3210	53310
568	3215	53298
569	3220	53287
570	3226	53280
571	3231	53267
572	3236	53252
573	3242	53242
574	3249	53264
575	3254	53251
576	3260	53246
577	3265	53233
578	3271	53224
579	3276	53210
580	3281	53199
581	3286	53182
582	3292	53179
583	3297	53174
584	3302	53157
585	3308	53148
586	3313	53138
587	3319	53130
588	3325	53128
589	3330	53113
590	3335	53097
591	3340	53083
592	3345	53072
593	3351	53063
594	3356	53059
595	3362	53053
596	3367	53039
597	3373	53031
598	3378	53020
599	3383	53007
600	3388	52995
601	3394	52990
602	3399	52981
603	3404	52967
604	3410	52958
605	3415	52951
606	3421	52939
607	3426	52930
608	3431	52922
609	3436	52905
610	3442	52892
611	3447	52891
612	3455	52913
613	3462	52925
614	3467	52920
615	3473	52909
616	3478	52894
617	3483	52877
618	3488	52870
619	3494	52866
620	3500	52862
621	3505	52847
622	3510	52837
623	3516	52832
624	3521	52817
625	3526	52804
626	3531	52788
627	3536	52779
628	3542	52769
629	3547	52760
630	3552	52750
631	3558	52748
632	3564	52740
633	3569	52729
634	3574	52720
635	3579	52706
636	3584	52692
637	3590	52685
638	3595	52673
639	3601	52665
640	3606	52655
641	3611	52646
642	3616	52634
643	3622	52631
644	3628	52625
645	3633	52611
646	3638	52601
647	3643	52589
648	3649	52580
649	3654	52574
650	3660	52566
651	3665	52552
652	3670	52536
653	3675	52523
654	3680	52511
655	3687	52518
656	3692	52505
657	3697	52494
658	3702	52485
659	3707	52472
660	3713	52471
661	3719	52459
662	3724	52448
663	3729	52435
664	3734	52425
665	3740	52422
666	3745	52404
667	3750	52395
668	3755	52382
669	3760	52366
670	3765	52350
671	3770	52336
672	3775	52326
673	3780	52309
674	3785	52300
675	3790	52285
676	3795	52272
677	3800	52260
678	3806	52249
679	3811	52236
680	3816	52221
681	3820	52202
682	3825	52188
683	3830	52177
684	3836	52164
685	3841	52155
686	3846	52145
687	3851	52132
688	3856	52115
689	3861	52100
690	3866	52090
691	3871	52074
692	3876	52060
693	3882	52055
694	3887	52042
695	3892	52028
696	3897	52019
697	3902	52003
698	3907	51988
699	3912	51986
700	3918	51979
701	3923	51965
702	3928	51957
703	3933	51945
704	3938	51932
705	3944	51921
706	3949	51912
707	3954	51900
708	3960	51894
709	3965	51881
710	3970	51873
711	3976	51866
712	3981	51853
713	3986	51840
714	3991	51832
715	3996	51821
716	4002	51817
717	4007	51807
718	4012	51798
719	4017	51786
720	4022	51771
721	4028	51762
722	4032	51746
723	4038	51736
724	4043	51731
725	4048	51719
726	4053	51702
727	4058	51689
728	4063	51678
729	4068	51667
730	4073	51656
731	4079	51648
732	4084	51641
733	4089	51627
734	4095	51619
735	4100	51609
736	4105	51601
737	4111	51594
738	4115	51579
739	4120	51566
740	4126	51560
741	4131	51546
742	4136	51536
743	4141	51528
744	4146	51517
745	4151	51504
746	4157	51492
747	4162	51481
748	4167	51469
749	4172	51457
750	4177	51443
751	4182	51432
752	4187	51421
753	4192	51416
754	4198	51405
755	4203	51395
756	4208	51386
757	4213	51373
758	4218	51366
759	4225	51371
760	4234	51410
761	4244	51457
762	4254	51508
763	4263	51539
764	4270	51548
765	4276	51551
766	4282	51552
767	4295	51633
768	4302	51648
769	4308	51647
770	4314	51640
771	4319	51633
772	4325	51630
773	4330	51622
774	4336	51615
775	4341	51603
776	4347	51598
777	4352	51594
778	4358	51586
779	4363	51573
780	4368	51563
781	4373	51551
782	4379	51547
783	4384	51537
784	4389	51526
785	4394	51517
786	4399	51503
787	4404	51495
788	4410	51483
789	4415	51475
790	4420	51465
791	4427	51480
792	4435	51501
793	4441	51500
794	4446	51488
795	4452	51480
796	4457	51467
797	4462	51460
798	4467	51450
799	4472	51437
800	4477	51425
801	4483	51419
802	4488	51407
803	4493	51400
804	4499	51389
805	4504	51379
806	4509	51372
807	4516	51377
808	4521	51367
809	4526	51360
810	4531	51347
811	4536	51336
812	4542	51327
813	4547	51322
814	4553	51313
815	4558	51301
816	4563	51290
817	4568	51281
818	4573	51268
819	4578	51259
820	4584	51254
821	4589	51243
822	4594	51231
823	4600	51225
824	4605	51216
825	4610	51209
826	4616	51201
827	4621	51194
828	4626	51186
829	4632	51179
830	4637	51170
831	4642	51158
832	4648	51151
833	4653	51146
834	4658	51136
835	4664	51128
836	4670	51128
837	4675	51118
838	4681	51113
839	4686	51103
840	4691	51096
841	4697	51094
842	4703	51086
843	4709	51085
844	4714	51075
845	4719	51066
846	4724	51055
847	4730	51049
848	4735	51041
849	4740	51033
850	4745	51022
851	4750	51011
852	4755	50999
853	4760	50987
854	4765	50976
855	4770	50964
856	4776	50960
857	4781	50947
858	4787	50941
859	4792	50934
860	4797	50924
861	4802	50914
862	4808	50904
863	4813	50893
864	4818	50882
865	4823	50877
866	4829	50875
867	4834	50867
868	4840	50860
869	4845	50847
870	4850	50837
871	4855	50831
872	4860	50819
873	4865	50808
874	4870	50796
875	4876	50787
876	4881	50776
877	4886	50765
878	4891	50755
879	4896	50741
880	4901	50731
881	4906	50726
882	4912	50718
883	4917	50708
884	4922	50701
885	4927	50690
886	4933	50682
887	4938	50675
888	4944	50669
889	4948	50657
890	4955	50657
891	4960	50649
892	4965	50643
893	4970	50629
894	4975	50618
895	4980	50607
896	4985	50596
897	4990	50584
898	4995	50572
899	5000	50564
900	5006	50562
901	5011	50552
902	5017	50543
903	5022	50538
904	5027	50529
905	5033	50522
906	5038	50516
907	5044	50508
908	5049	50499
909	5054	50494
910	5060	50486
911	5065	50478
912	5071	50471
913	5076	50460
914	5081	50449
915	5086	50441
916	5091	50430
917	5096	50421
918	5101	50412
919	5107	50411
920	5113	50404
921	5118	50397
922	5124	50392
923	5128	50379
924	5134	50370
925	5139	50362
926	5144	50354
927	5150	50346
928	5155	50334
929	5159	50321
930	5164	50311
931	5170	50304
932	5175	50293
933	5180	50284
934	5185	50275
935	5190	50266
936	5196	50260
937	5203	50274
938	5210	50277
939	5215	50271
940	5221	50264
941	5226	50259
942	5233	50260
943	5237	50249
944	5243	50240
945	5248	50236
946	5254	50230
947	5259	50221
948	5265	50214
949	5270	50207
950	5276	50204
951	5281	50200
952	5287	50197
953	5293	50193
954	5299	50190
955	5304	50185
956	5310	50181
957	5316	50175
958	5321	50167
959	5326	50159
960	5332	50152
961	5337	50145
962	5342	50138
963	5348	50133
964	5353	50125
965	5358	50115
966	5364	50109
967	5369	50096
968	5374	50087
969	5380	50085
970	5385	50074
971	5390	50063
972	5396	50063
973	5402	50066
974	5409	50073
975	5417	50093
976	5424	50099
977	5429	50090
978	5435	50081
979	5440	50077
980	5446	50072
981	5452	50068
982	5457	50061
983	5463	50058
984	5468	50047
985	5473	50041
986	5478	50032
987	5484	50028
988	5489	50019
989	5494	50008
990	5501	50008
991	5506	50003
992	5512	49998
993	5517	49991
994	5523	49988
995	5528	49982
996	5534	49974
997	5540	49971
998	5545	49963
999	5551	49959
1000	5556	49954
1001	5561	49946
1002	5567	49941
1003	5572	49931
1004	5577	49922
1005	5582	49911
1006	5587	49902
1007	5593	49894
1008	5598	49886
1009	5604	49881
1010	5609	49876
1011	5614	49868
1012	5620	49858
1013	5625	49850
1014	5630	49845
1015	5635	49832
1016	5640	49820
1017	5645	49811
1018	5650	49799
1019	5655	49790
1020	5660	49778
1021	5665	49767
1022	5670	49756
1023	5675	49747
1024	5680	49740
1025	5685	49731
1026	5692	49732
1027	5697	49726
1028	5703	49719
1029	5708	49711
1030	5713	49700
1031	5718	49694
1032	5724	49691
1033	5729	49684
1034	5734	49674
1035	5740	49667
1036	5745	49656
1037	5750	49647
1038	5755	49635
1039	5760	49629
1040	5765	49622
1041	5770	49612
1042	5776	49603
1043	5781	49593
1044	5786	49589
1045	5791	49579
1046	5797	49572
1047	5802	49566
1048	5808	49559
1049	5813	49552
1050	5818	49545
1051	5823	49536
1052	5829	49527
1053	5834	49517
1054	5839	49513
1055	5844	49503
1056	5850	49497
1057	5855	49491
1058	5860	49482
1059	5866	49474
1060	5871	49463
1061	5875	49452
1062	5881	49444
1063	5886	49436
1064	5891	49426
1065	5897	49423
1066	5902	49416
1067	5907	49406
1068	5912	49399
1069	5918	49391
1070	5922	49380
1071	5928	49375
1072	5933	49367
1073	5938	49355
1074	5943	49345
1075	5948	49335
1076	5953	49326
1077	5959	49319
1078	5964	49315
1079	5969	49306
1080	5975	49299
1081	5980	49291
1082	5985	49280
1083	5990	49269
1084	5995	49258
1085	6000	49250
1086	6004	49238
1087	6009	49228
1088	6015	49223
1089	6021	49221
