iter	F1	Logloss
118	0.6906762705	0.09994461233
119	0.6906762705	0.0998160602
120	0.6906762705	0.09973265794
121	0.6906762705	0.0995764894
122	0.6906762705	0.09948375227
123	0.6906762705	0.09934409096
124	0.6917233107	0.09918538331
125	0.6917233107	0.09898668691
126	0.6917233107	0.09881719342
127	0.6917233107	0.09871933066
128	0.6917233107	0.09861730739
129	0.6917233107	0.09853979772
130	0.6917233107	0.09845026277
131	0.692246203	0.09824193898
132	0.6917233107	0.09804176024
133	0.6917233107	0.09796018382
134	0.6927686776	0.09791320462
135	0.6927686776	0.09775804821
136	0.692246203	0.09762504716
137	0.6932907348	0.09756707054
138	0.6932907348	0.09748601943
139	0.6927686776	0.09737401134
140	0.6927686776	0.09728530034
141	0.692246203	0.09714514505
142	0.6917233107	0.09703104947
143	0.6932907348	0.0969848534
144	0.6938123752	0.09688764212
145	0.6935677187	0.09674236015
146	0.6940894569	0.09668855794
147	0.6940894569	0.0965747865
148	0.6940894569	0.09653246742
149	0.6940894569	0.0964268273
150	0.6940894569	0.09627395637
151	0.6940894569	0.09620056059
152	0.6940894569	0.09600917307
153	0.6940894569	0.09596867482
154	0.6940894569	0.09591866037
155	0.6940894569	0.09586311036
156	0.6940894569	0.09574779887
157	0.6943667599	0.09562155096
158	0.6943667599	0.09550417491
159	0.6940894569	0.09547157595
160	0.6943667599	0.09539772159
161	0.6943667599	0.09533363149
162	0.6943667599	0.09525450592
163	0.6943667599	0.09516459238
164	0.6949220312	0.09511069934
165	0.6949220312	0.09506019565
166	0.6943667599	0.09502332055
167	0.6943667599	0.09495526894
168	0.6943667599	0.09484412241
169	0.6948881789	0.09480661995
170	0.695165801	0.0947132123
171	0.695165801	0.09466502914
172	0.695165801	0.09457810585
173	0.695686901	0.09453908271
174	0.695686901	0.09447710813
175	0.695686901	0.09440360284
176	0.6959648422	0.09429894297
177	0.695686901	0.09426244887
178	0.6959648422	0.09417181084
179	0.6962430056	0.09413828228
180	0.6965213914	0.09404098439
181	0.6962430056	0.0939948595
182	0.6967638833	0.09389825586
183	0.6968	0.09380718694
184	0.6973210716	0.0937574544
185	0.6973210716	0.09371133909
186	0.6973210716	0.09367819372
187	0.6973210716	0.09358713667
188	0.6968	0.09347298865
189	0.6968	0.09337688751
190	0.6973210716	0.09333216528
191	0.6973210716	0.09326225501
192	0.6973210716	0.09323098997
193	0.6978417266	0.09319278378
194	0.6978417266	0.09315222401
195	0.6983619656	0.09308983659
196	0.6983619656	0.0930585198
197	0.6983619656	0.09298554923
198	0.6983619656	0.09295118684
199	0.6986410871	0.09284126408
200	0.6989204318	0.0927801531
201	0.6986410871	0.09270911852
202	0.6986410871	0.09264796128
203	0.6986410871	0.09260307802
204	0.6989204318	0.09254109141
205	0.6989204318	0.09249879149
206	0.6989204318	0.09241648496
207	0.6989204318	0.09238192128
208	0.6994404476	0.09232607038
209	0.6994404476	0.09229192735
210	0.6994404476	0.09224783895
211	0.6994404476	0.09219083328
212	0.6994404476	0.09211082306
213	0.6994404476	0.0920606854
214	0.6994404476	0.09199832687
215	0.6994404476	0.09192933467
216	0.6999600479	0.09190435166
217	0.6999600479	0.09186882043
218	0.6999600479	0.09182961423
219	0.6999600479	0.09180044084
220	0.6999600479	0.09176609643
221	0.6999600479	0.09174560979
222	0.7004792332	0.09171127787
223	0.7004792332	0.09167252869
224	0.7004792332	0.09163299029
225	0.700998004	0.09159346661
226	0.700998004	0.09154559996
227	0.700998004	0.09149089217
228	0.7015163607	0.09141989619
229	0.7015163607	0.09138415138
230	0.7015163607	0.09133188219
231	0.7017964072	0.09129407965
232	0.7015163607	0.09123629645
233	0.7017964072	0.09117875627
234	0.7017964072	0.09113292235
235	0.7017964072	0.09108715659
236	0.7017964072	0.09105609567
237	0.7017964072	0.09102102494
238	0.7017964072	0.09097868159
239	0.7017964072	0.09094773199
240	0.7017964072	0.09091877104
241	0.7017964072	0.09090029258
242	0.7023144453	0.09088743106
243	0.7023144453	0.09082767973
244	0.7023144453	0.09079288922
245	0.7023144453	0.09073397198
246	0.7023144453	0.09070725322
247	0.7023144453	0.09068169252
248	0.7023144453	0.09064940336
249	0.7023144453	0.09061477234
250	0.7023144453	0.09059508656
251	0.7023144453	0.09055683143
252	0.7023144453	0.0905121701
253	0.7023144453	0.09046566552
254	0.7023144453	0.09042577387
255	0.7023144453	0.09040161396
256	0.7028320702	0.09038348453
257	0.7028320702	0.09033955595
258	0.7028320702	0.09032197109
259	0.7028320702	0.09025672349
260	0.7028320702	0.09023354212
261	0.7031125299	0.09020706769
262	0.7031125299	0.09017892769
263	0.7031125299	0.09015906668
264	0.7028320702	0.09012367342
265	0.7033492823	0.09007073581
266	0.7033492823	0.09003228779
267	0.7033492823	0.08997414197
268	0.7033492823	0.0899322713
269	0.7036298365	0.08990139656
270	0.7033492823	0.08988013906
271	0.7033492823	0.08985619956
272	0.7036298365	0.08982159007
273	0.7033492823	0.08979117344
274	0.7033492823	0.08975333824
275	0.7038660821	0.08973572141
276	0.7038660821	0.089706987
277	0.7038660821	0.08968370859
278	0.7038660821	0.08965766929
279	0.7038660821	0.08963455011
280	0.7038660821	0.08962512071
281	0.7038660821	0.08958846484
282	0.7038660821	0.0895358875
283	0.7038660821	0.08950548078
284	0.7038660821	0.08945846216
285	0.7038660821	0.0894125424
286	0.7038660821	0.089392559
287	0.7038660821	0.08937470427
288	0.7038660821	0.08935335955
289	0.7038660821	0.08930964869
290	0.7038660821	0.08926898914
291	0.7038660821	0.08924099248
292	0.7038660821	0.08918835227
293	0.7038660821	0.08915856195
294	0.7038660821	0.08914328621
295	0.7038660821	0.08913931231
296	0.7038660821	0.089117994
297	0.7038660821	0.08907697858
298	0.7038660821	0.08904068421
299	0.7038660821	0.0890047725
300	0.7038660821	0.08898049686
301	0.7038660821	0.08895957039
302	0.7038660821	0.088932868
303	0.7038660821	0.08889398856
304	0.7038660821	0.08886846592
305	0.7038660821	0.08883987069
306	0.7038660821	0.08882165821
307	0.7038660821	0.08879486935
308	0.7035856574	0.08875203554
309	0.7038660821	0.08871641601
310	0.7038660821	0.08870370729
311	0.7038660821	0.08867374613
312	0.7038660821	0.08865176029
313	0.7038660821	0.08863024832
314	0.7038660821	0.08860257491
315	0.7038660821	0.08857524182
316	0.7038660821	0.08855211317
317	0.7038660821	0.08852119754
318	0.7038660821	0.08850079859
319	0.7041467305	0.08847426177
320	0.7041467305	0.08846566962
321	0.7041467305	0.08844237258
322	0.7041467305	0.08841332119
323	0.7046632124	0.08839251493
324	0.7046632124	0.08835661706
325	0.7046632124	0.08832528374
326	0.7043824701	0.08830456949
327	0.7043824701	0.08827976215
328	0.7048984468	0.08824653607
329	0.7056949423	0.08822108705
330	0.7056949423	0.08819259588
331	0.7056949423	0.0881641143
332	0.7056949423	0.08814881152
333	0.7064914377	0.08812655291
334	0.7064914377	0.08806997009
335	0.7064914377	0.08804161269
336	0.7064914377	0.08802332699
337	0.7064914377	0.08801516906
338	0.7064914377	0.08798467412
339	0.7064914377	0.0879677609
340	0.7064914377	0.0879364278
341	0.7064914377	0.08791454516
342	0.7064914377	0.0878814802
343	0.7064914377	0.08784066221
344	0.7064914377	0.08779453948
345	0.7064914377	0.0877634539
346	0.7064914377	0.08773929007
347	0.7064914377	0.08770900735
348	0.7070063694	0.08769278543
349	0.7070063694	0.0876633949
350	0.7070063694	0.08764073646
351	0.7064914377	0.08762436863
352	0.7064914377	0.08758559254
353	0.7064914377	0.08755363845
354	0.7064914377	0.08754896122
355	0.7064914377	0.08750976541
356	0.7064914377	0.08748777678
357	0.7064914377	0.08747235388
358	0.7064914377	0.08745175803
359	0.7064914377	0.0874328632
360	0.7062101911	0.08740941742
361	0.7062101911	0.08738339291
362	0.7067250298	0.08735670811
363	0.7067250298	0.08733252281
364	0.707239459	0.08731916174
365	0.7075208914	0.0872980161
366	0.707239459	0.08726480886
367	0.707239459	0.08724182182
368	0.707239459	0.08722742542
369	0.707239459	0.08719181781
370	0.707239459	0.08715726457
371	0.707239459	0.08713358506
372	0.707239459	0.08711109947
373	0.707239459	0.08708793562
374	0.707239459	0.08706220097
375	0.707239459	0.08702668547
376	0.707239459	0.0870058629
377	0.707239459	0.0869956115
378	0.707239459	0.08698779827
379	0.707239459	0.0869704425
380	0.707239459	0.08695892292
381	0.707239459	0.08694800258
382	0.707239459	0.08693258902
383	0.707239459	0.08690059635
384	0.7077534791	0.08685977448
385	0.7077534791	0.08683463523
386	0.7077534791	0.08680775355
387	0.7082670906	0.08677914891
388	0.7082670906	0.08675697697
389	0.7082670906	0.08671301167
390	0.7082670906	0.08668430846
391	0.7082670906	0.08666351293
392	0.7082670906	0.08665058892
393	0.7082670906	0.08661935226
394	0.7082670906	0.08660579436
395	0.7082670906	0.08658926116
396	0.7082670906	0.08657199943
397	0.7082670906	0.08655319965
398	0.7082670906	0.08652496353
399	0.7082670906	0.08649489744
400	0.7082670906	0.08648200527
401	0.7082670906	0.08645826845
402	0.7082670906	0.0864137539
403	0.7082670906	0.08639881305
404	0.7082670906	0.08638848835
405	0.7082670906	0.08636786763
406	0.7082670906	0.08634207696
407	0.7082670906	0.08632059527
408	0.7082670906	0.08630095635
409	0.7079856973	0.08629347862
410	0.7082670906	0.0862681186
411	0.7079856973	0.08623705242
412	0.7079856973	0.08622253131
413	0.7079856973	0.08618182858
414	0.7079856973	0.08617106813
415	0.7082670906	0.08614328473
416	0.7082670906	0.08611524123
417	0.7082670906	0.08610060217
418	0.7082670906	0.08607811105
419	0.708780294	0.08606540384
420	0.708780294	0.08604229991
421	0.7092930898	0.08602143202
422	0.7092930898	0.0860043716
423	0.7092930898	0.08598083784
424	0.7103174603	0.08594172739
425	0.7103174603	0.08592096301
426	0.7098054784	0.08588933454
427	0.7100357001	0.08587014014
428	0.7105471848	0.0858507611
429	0.7105471848	0.08583062853
430	0.711058264	0.08580006695
431	0.711058264	0.08578778487
432	0.711058264	0.08576655164
433	0.7115689382	0.08573806977
434	0.7115689382	0.08572580432
435	0.7120792079	0.08569885528
436	0.7120792079	0.08567982204
437	0.7120792079	0.08566651622
438	0.7120792079	0.08564786654
439	0.7120792079	0.08563958971
440	0.7120792079	0.08561781711
441	0.7123613312	0.08559510768
442	0.7123613312	0.08557679583
443	0.7123613312	0.08554915772
444	0.7128712871	0.0855351425
445	0.7128712871	0.08550671661
446	0.7125890736	0.08548070293
447	0.7125890736	0.08546987658
448	0.7125890736	0.08544870392
449	0.7125890736	0.08541326674
450	0.7125890736	0.08537247217
451	0.7130985358	0.08536204959
452	0.7130985358	0.08534361293
453	0.7130985358	0.08531885765
454	0.7130985358	0.08529970223
455	0.7136075949	0.08527820887
456	0.7136075949	0.08525121425
457	0.7138899881	0.08522311851
458	0.7138899881	0.08521168005
459	0.7138899881	0.08517452012
460	0.7143987342	0.0851664318
461	0.7138899881	0.08514494967
462	0.7138899881	0.08513319279
463	0.7138899881	0.08510033443
464	0.7136633663	0.08507355697
465	0.7136633663	0.0850656822
466	0.7136633663	0.08502946224
467	0.7136633663	0.08500566988
468	0.7141726049	0.08497881041
469	0.7141726049	0.08496302903
470	0.7138899881	0.08494948418
471	0.7143987342	0.08493370962
472	0.7143987342	0.08491608198
473	0.7143987342	0.08490589214
474	0.7138899881	0.08488746902
475	0.7138899881	0.08486826264
476	0.7138899881	0.08485529607
477	0.7143987342	0.08482808163
478	0.7149070779	0.08481403777
479	0.7149070779	0.08478829162
480	0.7146814404	0.08475803316
481	0.7151898734	0.0847377132
482	0.7149070779	0.08472424573
483	0.7149070779	0.0846828954
484	0.7149070779	0.08465537538
485	0.7149070779	0.08463815586
486	0.7149070779	0.08460169623
487	0.7154150198	0.08457951026
488	0.7154150198	0.08455548676
489	0.7154150198	0.08453572865
490	0.7154150198	0.08452387823
491	0.7154150198	0.08449575439
492	0.7154150198	0.08447836767
493	0.7154150198	0.08447134808
494	0.7154150198	0.08444719488
495	0.7154150198	0.08443320193
496	0.7154150198	0.08440905863
497	0.7154150198	0.08438996847
498	0.7154150198	0.08437312284
499	0.7154150198	0.08436027326
500	0.7154150198	0.0843504087
501	0.7154150198	0.08433523204
502	0.7154150198	0.08432123259
503	0.7154150198	0.0842988559
504	0.7154150198	0.08428911962
505	0.7154150198	0.08427185664
506	0.7154150198	0.08425793938
507	0.7151323588	0.08423932924
508	0.7151323588	0.084213948
509	0.7151323588	0.0841937171
510	0.7154150198	0.0841891994
511	0.7154150198	0.08416731601
512	0.7159225603	0.08414904963
513	0.7159225603	0.08411369571
514	0.7159225603	0.0840752559
515	0.7159225603	0.08406331797
516	0.7159225603	0.08404462837
517	0.7159225603	0.08403294539
518	0.7164296998	0.08400385762
519	0.7164296998	0.08398901338
520	0.7164296998	0.08396899427
521	0.7164296998	0.08395775693
522	0.7164296998	0.08393396047
523	0.7164296998	0.08390469025
524	0.7164296998	0.08389480199
525	0.7164296998	0.08388133527
526	0.7164296998	0.08385938508
527	0.7164296998	0.08384131929
528	0.7164296998	0.08382646124
529	0.7164296998	0.0838200134
530	0.7164296998	0.08379371593
531	0.7164296998	0.08376562922
532	0.7164296998	0.08373879481
533	0.7164296998	0.08371975491
534	0.7164296998	0.08370715698
535	0.7164296998	0.08368898665
536	0.7167127618	0.08366905345
537	0.7167127618	0.08365079006
538	0.7167127618	0.08363165683
539	0.7167127618	0.08358972324
540	0.7167127618	0.0835758395
541	0.7167127618	0.08356248237
542	0.7164296998	0.08353795362
543	0.7164296998	0.08352692335
544	0.7164296998	0.08351658399
545	0.716936439	0.08350214725
546	0.716936439	0.08349131437
547	0.716936439	0.08344675007
548	0.716936439	0.08342725729
549	0.716936439	0.08340642732
550	0.716936439	0.08339149558
551	0.716936439	0.08337236248
552	0.716936439	0.08336166381
553	0.716936439	0.08335454629
554	0.716936439	0.08333860395
555	0.716936439	0.08331889258
556	0.716936439	0.08331090951
557	0.716936439	0.08329419437
558	0.716936439	0.08326150225
559	0.716936439	0.08324988372
560	0.716936439	0.08324397742
561	0.716936439	0.0832307521
562	0.716936439	0.08321426686
563	0.7174427782	0.08319621258
564	0.7179487179	0.08318794141
565	0.7179487179	0.08317902285
566	0.7179487179	0.08315822911
567	0.7184542587	0.08313583486
568	0.7184542587	0.08311336618
569	0.7179487179	0.08309871205
570	0.7179487179	0.0830578259
571	0.7179487179	0.0830381966
572	0.7179487179	0.08302283515
573	0.7179487179	0.08300486903
574	0.7179487179	0.08299085134
575	0.7179487179	0.08298314701
576	0.7179487179	0.08295251952
577	0.7179487179	0.08293986659
578	0.7179487179	0.08293276192
579	0.7179487179	0.08292149681
580	0.7179487179	0.08291773796
581	0.7179487179	0.08290935129
582	0.7179487179	0.08287065942
583	0.7179487179	0.08284326174
584	0.7179487179	0.08283705897
585	0.7179487179	0.08282359339
586	0.7179487179	0.08280514456
587	0.7179487179	0.0827903287
588	0.7179487179	0.08277051277
589	0.7179487179	0.08276517647
590	0.7179487179	0.08275009173
591	0.7179487179	0.08273762401
592	0.7182320442	0.08272211816
593	0.7182320442	0.08269423164
594	0.7187376726	0.082677548
595	0.7187376726	0.08265198782
596	0.7187376726	0.08264705459
597	0.7187376726	0.08262406258
598	0.7184542587	0.08260550683
599	0.7192429022	0.0825836388
600	0.7203155819	0.08255833348
601	0.7203155819	0.08252968442
602	0.7203155819	0.082506834
603	0.7203155819	0.08250208775
604	0.7203155819	0.08246553918
605	0.7198105762	0.08242652833
606	0.7195892575	0.08241059629
607	0.7205998421	0.08239570533
608	0.7211045365	0.0823854822
609	0.7211045365	0.08237804288
610	0.7211045365	0.08236272195
611	0.7208201893	0.08233559521
612	0.7208201893	0.08230260422
613	0.7213243989	0.08228196417
614	0.7213243989	0.08226208245
615	0.7218282112	0.08224346347
616	0.7223316266	0.0822226335
617	0.7223316266	0.08221751305
618	0.7218282112	0.0822002801
619	0.7218282112	0.08218600129
620	0.7223316266	0.08217623504
621	0.7223316266	0.08216504362
622	0.7223316266	0.08214506548
623	0.7220472441	0.08213613123
624	0.7220472441	0.08213116309
625	0.7220472441	0.08211827327
626	0.7225501771	0.08211206537
627	0.7228346457	0.08209801031
628	0.7228346457	0.08207490456
629	0.7228346457	0.08206524912
630	0.7228346457	0.08204927476
631	0.7233372688	0.08203291399
632	0.7225501771	0.08201426901
633	0.7225501771	0.08200391906
634	0.7225501771	0.08198807875
635	0.7228346457	0.0819723186
636	0.7231193383	0.08195417853
637	0.7231193383	0.08194130895
638	0.7228346457	0.08192815976
639	0.7236220472	0.08191127575
640	0.7233372688	0.0818981158
641	0.7233372688	0.08188246594
642	0.7233372688	0.08186361267
643	0.7236220472	0.08184515615
644	0.7236220472	0.08182014002
645	0.7236220472	0.08180713761
646	0.7236220472	0.08178465205
647	0.7236220472	0.08177024669
648	0.7236220472	0.08174379354
649	0.7236220472	0.0817226888
650	0.7236220472	0.08169730021
651	0.7236220472	0.08168368956
652	0.7236220472	0.08167637834
653	0.7236220472	0.0816666987
654	0.7236220472	0.08165207014
655	0.7236220472	0.08162705126
656	0.7236220472	0.08161048726
657	0.7236220472	0.08159732445
658	0.7236220472	0.08158556164
659	0.7236220472	0.08157965755
660	0.7241243605	0.08155567035
661	0.7241243605	0.08155126195
662	0.7236220472	0.08152154694
663	0.7236220472	0.08150110027
664	0.7241243605	0.08146913486
665	0.7241243605	0.0814520097
666	0.7241243605	0.08144768943
667	0.7241243605	0.08143222679
668	0.7241243605	0.08141748803
669	0.7241243605	0.08140858479
670	0.7241243605	0.0813987621
671	0.7241243605	0.08138048593
672	0.7241243605	0.08135541383
673	0.7241243605	0.08134029231
674	0.7241243605	0.08131177903
675	0.7241243605	0.08130126075
676	0.7241243605	0.08128871958
677	0.7241243605	0.0812657421
678	0.7241243605	0.08125437617
679	0.7241243605	0.08123689921
680	0.7246262785	0.08122840669
681	0.7246262785	0.08122398212
682	0.7246262785	0.08120399626
683	0.7246262785	0.08119215407
684	0.7246262785	0.08118024861
685	0.7246262785	0.0811542952
686	0.7246262785	0.08113676211
687	0.7246262785	0.08112867211
688	0.7246262785	0.08112332975
689	0.7246262785	0.08110373081
690	0.7246262785	0.08108540099
691	0.7246262785	0.0810807712
692	0.7246262785	0.08106193823
693	0.7249114522	0.08103050737
694	0.7249114522	0.08102034391
695	0.7249114522	0.08100634669
696	0.7249114522	0.08097917092
697	0.7249114522	0.08096915531
698	0.7249114522	0.08095054113
699	0.7249114522	0.08092448555
700	0.7249114522	0.08091751188
701	0.7249114522	0.08089657858
702	0.7249114522	0.08088126626
703	0.7249114522	0.08086488628
704	0.7249114522	0.08083540361
705	0.7249114522	0.08081666838
706	0.7249114522	0.08080554954
707	0.7249114522	0.08078749463
708	0.7249114522	0.08076633997
709	0.7249114522	0.08075723261
710	0.7249114522	0.08073232428
711	0.7249114522	0.08070526593
712	0.7249114522	0.08069008598
713	0.7249114522	0.08067641925
714	0.7254130606	0.08065811795
715	0.7254130606	0.08063973243
716	0.7254130606	0.08062095892
717	0.7254130606	0.08060328668
718	0.7254130606	0.08056980767
719	0.7254130606	0.08055593822
720	0.7254130606	0.08054209806
721	0.7256985439	0.08051916432
722	0.7256985439	0.08051538853
723	0.7261998426	0.08049173203
724	0.7261998426	0.08046868633
725	0.7261998426	0.08044964854
726	0.7261998426	0.0804394137
727	0.7261998426	0.08042371706
728	0.7261998426	0.08040788444
729	0.7261998426	0.08039137478
730	0.7261998426	0.08036847249
731	0.7261998426	0.08033477889
732	0.7261998426	0.08033113899
733	0.7261998426	0.08032749572
734	0.7261998426	0.08031003523
735	0.7261998426	0.08028911015
736	0.7261998426	0.08026412401
737	0.7261998426	0.08025532073
738	0.7261998426	0.08024245003
739	0.7261998426	0.08022543816
740	0.7261998426	0.08019311109
741	0.7267007471	0.08017727191
742	0.7261998426	0.08016033132
743	0.7267007471	0.08012710085
744	0.7267007471	0.08010807892
745	0.7267007471	0.08009279972
746	0.7267007471	0.08008532333
747	0.7267007471	0.08006931169
748	0.7267007471	0.08006033787
749	0.7267007471	0.08005136629
750	0.7267007471	0.08003585917
751	0.7272012579	0.08001764108
752	0.7272012579	0.08000442391
753	0.7272012579	0.07997543993
754	0.7272012579	0.07995376783
755	0.7272012579	0.07994368252
756	0.7272012579	0.07993146241
757	0.7272012579	0.07992041202
758	0.7272012579	0.07989283309
759	0.7272012579	0.07987608618
760	0.7272012579	0.0798496759
761	0.7272012579	0.07983463599
762	0.7272012579	0.07983118987
763	0.7272012579	0.07981545562
764	0.7272012579	0.07979225529
765	0.7272012579	0.07977936431
766	0.7272012579	0.07975545553
767	0.7272012579	0.07973251234
768	0.7272012579	0.07971606085
769	0.7272012579	0.07968372592
770	0.7272012579	0.07967289232
771	0.7272012579	0.07966098044
772	0.7272012579	0.07964448845
773	0.7272012579	0.07963498892
774	0.7277013752	0.07961998946
775	0.7282010998	0.07960255355
776	0.7284872299	0.07957205053
777	0.7277013752	0.07954422517
778	0.7277013752	0.07951433013
779	0.7277013752	0.0794952475
780	0.7277013752	0.07947332771
781	0.7277013752	0.07945881612
782	0.7277013752	0.07944622592
783	0.7277013752	0.07943398892
784	0.7277013752	0.07941992442
785	0.7277013752	0.07939083766
786	0.7277013752	0.07938192276
787	0.7277013752	0.07937867869
788	0.7277013752	0.07937133379
789	0.7277013752	0.07934811056
790	0.7277013752	0.07933946056
791	0.7277013752	0.07932397599
792	0.7277013752	0.07931389635
793	0.7277013752	0.07930407107
794	0.7277013752	0.07927158569
795	0.7277013752	0.07925633473
796	0.7277013752	0.07924564604
797	0.7277013752	0.07923405161
798	0.7277013752	0.07922046832
799	0.7282010998	0.07920904851
800	0.7282010998	0.07919882761
801	0.7282010998	0.07917285943
802	0.7282010998	0.0791629853
803	0.7282010998	0.07914861719
804	0.7287004319	0.07912748022
805	0.7287004319	0.07910983225
806	0.7287004319	0.07909542264
807	0.7287004319	0.07907277354
808	0.7289866457	0.07905862451
809	0.7289866457	0.07903593431
810	0.7287004319	0.0790311976
811	0.7287004319	0.0790120848
812	0.7287004319	0.07899296827
813	0.7287004319	0.07897026834
814	0.7287004319	0.07894765693
815	0.7287004319	0.07893703961
816	0.7287004319	0.07891635481
817	0.7287004319	0.07888575022
818	0.7287004319	0.07888006327
819	0.7287004319	0.07886378374
820	0.7287004319	0.07885365907
821	0.7287004319	0.07883852775
822	0.7287004319	0.07881545552
823	0.7289866457	0.07879677097
824	0.7289866457	0.07877299597
825	0.7289866457	0.07875121579
826	0.7289866457	0.07874155808
827	0.7289866457	0.07871785382
828	0.7289866457	0.07869701629
829	0.7289866457	0.07867935691
830	0.7289866457	0.0786653712
831	0.7289866457	0.07865192631
832	0.7289866457	0.07863216207
833	0.7289866457	0.07860075031
834	0.7289866457	0.07857879296
835	0.7289866457	0.07857258031
836	0.7289866457	0.07855472348
837	0.7287004319	0.07853466824
838	0.7287004319	0.07852661679
839	0.7287004319	0.07851517383
840	0.7287004319	0.07849367562
841	0.7287004319	0.07847391152
842	0.7287004319	0.07845099269
843	0.7287004319	0.07843766677
844	0.7287004319	0.07842670014
845	0.7287004319	0.07842420886
846	0.7287004319	0.07840890091
847	0.7287004319	0.0783935135
848	0.7287004319	0.07836638438
849	0.7287004319	0.07835623877
850	0.7287004319	0.07834327701
851	0.7287004319	0.07833065996
852	0.7289866457	0.07831883565
853	0.7287004319	0.07830523087
854	0.7287004319	0.0782911396
855	0.7289866457	0.07828250628
856	0.7289866457	0.07826211243
857	0.7289866457	0.07826059889
858	0.7289866457	0.07824104495
859	0.7289866457	0.07821769194
860	0.7289866457	0.07820238923
861	0.7289866457	0.07818977076
862	0.7289866457	0.07817747394
863	0.7289866457	0.07817164052
864	0.7289866457	0.07816219275
865	0.7289866457	0.07814296039
866	0.7289866457	0.07811965345
867	0.7289866457	0.07810813971
868	0.7289866457	0.07809223066
869	0.7289866457	0.07808200211
870	0.7287004319	0.07806371177
871	0.7297721917	0.07804078262
872	0.7297721917	0.07802871362
873	0.7294856694	0.07801522141
874	0.7297721917	0.07800398814
875	0.7297721917	0.07799760025
876	0.7297721917	0.0779765044
877	0.7297721917	0.07795273118
878	0.7297721917	0.07794494764
