iter	F1	Logloss
879	0.7297721917	0.07793834783
880	0.7297721917	0.07792545367
881	0.7297721917	0.07790675177
882	0.7291993721	0.07789126544
883	0.7291993721	0.07786935963
884	0.7294856694	0.07785382431
885	0.7299843014	0.07783896938
886	0.7299843014	0.07782297887
887	0.7299843014	0.07780048235
888	0.7299843014	0.07778274136
889	0.7299843014	0.07777515323
890	0.7299843014	0.0777536462
891	0.7299843014	0.07772767197
892	0.7299843014	0.07772151465
893	0.7299843014	0.07772009513
894	0.7299843014	0.07771027259
895	0.7304825422	0.0777006596
896	0.7299843014	0.07768783376
897	0.7299843014	0.07767911646
898	0.7299843014	0.07765810589
899	0.7299843014	0.07764527392
900	0.7299843014	0.07762734017
901	0.7299843014	0.07760695097
902	0.7299843014	0.07758306513
903	0.7304825422	0.07755566032
904	0.7304825422	0.07753720301
905	0.7304825422	0.07751007816
906	0.7307692308	0.07749141404
907	0.7307692308	0.07746932002
908	0.7307692308	0.07745320686
909	0.7307692308	0.0774319978
910	0.7307692308	0.07741154803
911	0.7307692308	0.07739475467
912	0.7307692308	0.07737857384
913	0.7307692308	0.07736891737
914	0.7307692308	0.07735866197
915	0.7307692308	0.07735363376
916	0.7307692308	0.07734145599
917	0.7307692308	0.07733128104
918	0.7307692308	0.07731430123
919	0.7302709069	0.07729747594
920	0.7302709069	0.07728774046
921	0.7302709069	0.07726987171
922	0.7307692308	0.0772531973
923	0.7307692308	0.07724983219
924	0.7312671636	0.07723821772
925	0.7312671636	0.07721202523
926	0.7312671636	0.07720396673
927	0.7317647059	0.07718140988
928	0.7317647059	0.0771721297
929	0.7317647059	0.07717076455
930	0.7317647059	0.07716123434
931	0.7317647059	0.07714505719
932	0.7317647059	0.07713318347
933	0.7317647059	0.07711584248
934	0.7317647059	0.0771111952
935	0.7317647059	0.0771044516
936	0.7317647059	0.07709242314
937	0.7322618581	0.0770690327
938	0.7322618581	0.07704577612
939	0.7322618581	0.07702019743
940	0.7322618581	0.07700416884
941	0.7322618581	0.0769824904
942	0.7322618581	0.07697642998
943	0.7322618581	0.07696089152
944	0.7322618581	0.07694150916
945	0.7322618581	0.07692384558
946	0.7322618581	0.07691433275
947	0.7327586207	0.0768951328
948	0.7327586207	0.07687091814
949	0.7327586207	0.07685926423
950	0.7327586207	0.07684172586
951	0.7327586207	0.07682178446
952	0.7327586207	0.07679377978
953	0.7327586207	0.07676911547
954	0.7327586207	0.07674633413
955	0.7327586207	0.07673026767
956	0.7327586207	0.07671062015
957	0.7327586207	0.07669427949
958	0.7327586207	0.07667931177
959	0.7332549941	0.07665249202
960	0.7332549941	0.07662915292
961	0.7332549941	0.07660748694
962	0.7332549941	0.07658529596
963	0.7332549941	0.07656447518
964	0.7332549941	0.07655268413
965	0.7332549941	0.0765422549
966	0.7332549941	0.07653076905
967	0.7329678935	0.07652081758
968	0.7332549941	0.07649913328
969	0.7332549941	0.07647355945
970	0.7337509789	0.07646831449
971	0.7337509789	0.07645919166
972	0.7337509789	0.07643553242
973	0.7337509789	0.07641368669
974	0.7337509789	0.07640339946
975	0.7337509789	0.07638228258
976	0.7334637965	0.07636235952
977	0.7334637965	0.07635594493
978	0.7334637965	0.07635128267
979	0.7334637965	0.07633325349
980	0.7334637965	0.07631755388
981	0.7334637965	0.07630149559
982	0.7334637965	0.0762897884
983	0.7337509789	0.07626432806
984	0.7337509789	0.07626110134
985	0.7334637965	0.07623882601
986	0.7334637965	0.07621833837
987	0.7334637965	0.07619399874
988	0.7334637965	0.0761834438
989	0.7334637965	0.07617928997
990	0.7337509789	0.07615423674
991	0.7337509789	0.07614064435
992	0.7337509789	0.07612060147
993	0.7337509789	0.07610578863
994	0.7337509789	0.07607836024
995	0.7342465753	0.0760473599
996	0.7342465753	0.07603336536
997	0.7342465753	0.07601826057
998	0.7342465753	0.076012095
999	0.7342465753	0.07600154801
1000	0.7342465753	0.07597731954
1001	0.7342465753	0.07596392824
1002	0.734741784	0.07594499724
1003	0.734741784	0.07593663577
1004	0.7342465753	0.07592548868
1005	0.7342465753	0.07591601363
1006	0.734741784	0.07590588592
1007	0.734741784	0.07588701048
1008	0.7342465753	0.07587273725
1009	0.7342465753	0.07585529443
1010	0.7342465753	0.0758419852
1011	0.7342465753	0.07583420876
1012	0.7342465753	0.07582255474
1013	0.7342465753	0.07581376515
1014	0.7345340642	0.07579041031
1015	0.7345340642	0.07578231557
1016	0.7345340642	0.07577916549
1017	0.7350293542	0.07575599914
1018	0.7350293542	0.07575427346
1019	0.7350293542	0.07574001421
1020	0.7350293542	0.07573592111
1021	0.7350293542	0.07573304105
1022	0.7350293542	0.07572171575
1023	0.7350293542	0.07570295774
1024	0.7350293542	0.075689116
1025	0.7350293542	0.07566764874
1026	0.7350293542	0.0756483955
1027	0.7350293542	0.07563077995
1028	0.7350293542	0.07561391657
1029	0.7350293542	0.07560550576
1030	0.7350293542	0.07559820457
1031	0.7350293542	0.07558251566
1032	0.7350293542	0.0755600615
1033	0.7350293542	0.07554205155
1034	0.7350293542	0.07553442469
1035	0.7350293542	0.07552091434
1036	0.7350293542	0.07551111377
1037	0.7355242567	0.07549627345
1038	0.7355242567	0.07548380024
1039	0.7355242567	0.07546996741
1040	0.7355242567	0.07545641114
1041	0.7355242567	0.07544706377
1042	0.7355242567	0.07543568755
1043	0.7355242567	0.07542510787
1044	0.7355242567	0.0754063816
1045	0.7355242567	0.07539002888
1046	0.7355242567	0.0753710415
1047	0.7355242567	0.07534746886
1048	0.7355242567	0.07532999551
1049	0.7355242567	0.07531396471
1050	0.7355242567	0.07530334887
1051	0.7355242567	0.07529235065
1052	0.7355242567	0.07527835856
1053	0.7355242567	0.07526418798
1054	0.7355242567	0.07524495534
1055	0.7355242567	0.0752396534
1056	0.7355242567	0.07521861932
1057	0.7355242567	0.07520867515
1058	0.7358121331	0.07520230139
1059	0.7358121331	0.07518650872
1060	0.7358121331	0.07517010054
1061	0.7358121331	0.07516259587
1062	0.7358121331	0.07514107828
1063	0.7358121331	0.07511853839
1064	0.7358121331	0.07511063413
1065	0.7363067293	0.07509195042
1066	0.7363067293	0.07507563978
1067	0.7363067293	0.07506849353
1068	0.7363067293	0.07505444041
1069	0.7358121331	0.07503664602
1070	0.7363067293	0.07502404178
1071	0.7358121331	0.07501126255
1072	0.7363067293	0.0749892858
1073	0.7363067293	0.07498170365
1074	0.7363067293	0.07497082242
1075	0.7363067293	0.07496864999
1076	0.7358121331	0.07496031973
1077	0.7358121331	0.07494294241
1078	0.7363067293	0.07492186774
1079	0.7363067293	0.07489948961
1080	0.7363067293	0.07488644987
1081	0.7363067293	0.07487503004
1082	0.7363067293	0.07486862405
1083	0.7363067293	0.0748583468
1084	0.7363067293	0.07485120869
1085	0.7363067293	0.07482975737
1086	0.7363067293	0.07482800254
1087	0.7363067293	0.07481559044
1088	0.7363067293	0.07480048569
1089	0.7363067293	0.07478338495
